User_ID,Role,File_Path,Behavior_Probability,Access_Granted
UID123158,bank_clerk,/cloud/sales/transactions/2022/07/version_3/priority_2/sales_data_18265.csv,0.17,False
UID872866,bank_manager,/cloud/operations/logistics/2020/09/version_3/priority_2/delivery_schedule_29283.csv,0.22,False
UID388518,sys_admin,/cloud/it/security/2022/04/version_2/priority_3/security_logs_38273.csv,0.23,False
UID479952,consumer,/cloud/finance/forecasting/2022/12/version_1/priority_2/financial_forecast_72918.csv,0.06,True
UID446438,consumer,/cloud/operations/logistics/2020/09/version_3/priority_2/delivery_schedule_29283.csv,0.45,False
UID811036,bank_clerk,/cloud/marketing/social_media/2023/09/version_4/priority_2/campaign_metrics_19283.csv,0.24,True
UID991440,bank_manager,/cloud/marketing/social_media/2023/09/version_4/priority_2/campaign_metrics_19283.csv,0.07,False
UID826987,sys_admin,/cloud/it/maintenance/2021/10/version_5/priority_4/system_logs_17293.csv,0.73,False
UID145844,sys_admin,/cloud/finance/budget/2023/03/version_1/priority_4/expense_report_49384.csv,0.04,True
UID480176,software_dev,/cloud/operations/logistics/2021/05/version_2/priority_1/shipment_invoices_28374.csv,0.31,False
UID218475,bank_clerk,/cloud/sales/transactions/2023/06/version_2/priority_3/customer_purchases_83729.csv,0.09,False
UID345440,software_dev,/cloud/it/security/2022/02/version_4/priority_1/firewall_logs_59382.csv,0.34,True
UID173628,consumer,/cloud/hr/employee_data/2020/12/version_2/priority_1/employees_19374.csv,0.32,True
UID908064,consumer,/cloud/finance/reports/2023/05/version_3/priority_1/annual_report_84739.csv,0.46,True
UID263341,consumer,/cloud/finance/budget/2022/09/version_3/priority_1/forecast_19384.csv,0.26,True
UID842119,consumer,/cloud/sales/transactions/2022/07/version_3/priority_2/sales_data_18265.csv,0.29,True
UID518382,bank_clerk,/cloud/finance/budget/2022/09/version_3/priority_1/forecast_19384.csv,0.22,True
UID798940,software_dev,/cloud/hr/employee_data/2022/04/version_2/priority_3/employee_salaries_98234.csv,0.59,False
UID376818,consumer,/cloud/sales/transactions/2022/07/version_3/priority_2/sales_data_18265.csv,0.28,True
UID261347,bank_manager,/cloud/it/deployment/2022/03/version_1/priority_1/deployment_logs_53982.csv,0.04,True
UID375334,sys_admin,/cloud/finance/reports/2020/06/version_1/priority_3/audit_56734.csv,0.14,True
UID953198,sys_admin,/cloud/operations/logistics/2020/09/version_3/priority_2/delivery_schedule_29283.csv,0.04,True
UID973947,consumer,/cloud/hr/employee_data/2021/08/version_2/priority_1/employee_performance_98457.csv,0.15,False
UID318971,consumer,/cloud/sales/transactions/2022/07/version_3/priority_2/sales_data_18265.csv,0.32,False
UID592775,consumer,/cloud/finance/reports/2020/06/version_1/priority_3/audit_56734.csv,0.34,False
UID294509,sys_admin,/cloud/sales/transactions/2023/06/version_2/priority_3/customer_purchases_83729.csv,0.31,False
UID430482,consumer,/cloud/hr/employee_data/2020/12/version_2/priority_1/employees_19374.csv,0.48,False
UID777960,bank_manager,/cloud/sales/transactions/2023/06/version_2/priority_3/customer_purchases_83729.csv,0.34,False
UID758663,bank_manager,/cloud/hr/employee_data/2020/12/version_2/priority_1/employees_19374.csv,0.22,True
UID654554,bank_manager,/cloud/operations/logistics/2022/11/version_2/priority_2/shipment_details_59203.csv,0.24,False
UID723249,sys_admin,/cloud/marketing/analytics/2022/08/version_3/priority_2/customer_analysis_48192.csv,0.33,False
UID448661,software_dev,/cloud/it/maintenance/2021/10/version_5/priority_4/system_logs_17293.csv,0.33,True
UID805663,bank_manager,/cloud/it/security/2021/05/version_1/priority_3/logs_38492.csv,0.09,True
UID406324,bank_clerk,/cloud/finance/investments/2022/01/version_3/priority_1/investment_analysis_94827.csv,0.28,False
UID854686,bank_manager,/cloud/operations/logistics/2023/03/version_4/priority_2/shipment_47619.csv,0.29,True
UID104168,software_dev,/cloud/finance/investments/2020/02/version_1/priority_1/transactions_95787.csv,0.19,False
UID674604,bank_clerk,/cloud/operations/logistics/2022/11/version_2/priority_2/shipment_details_59203.csv,0.21,False
UID793839,bank_clerk,/cloud/operations/logistics/2021/05/version_2/priority_1/shipment_invoices_28374.csv,0.19,False
UID206632,software_dev,/cloud/operations/logistics/2022/11/version_2/priority_2/shipment_details_59203.csv,0.62,True
UID177334,bank_manager,/cloud/finance/investments/2021/04/version_3/priority_1/transactions_45367.csv,0.05,False
UID502189,sys_admin,/cloud/finance/reports/2023/05/version_3/priority_1/annual_report_84739.csv,0.47,False
UID395103,consumer,/cloud/hr/employee_data/2021/08/version_2/priority_1/employee_performance_98457.csv,0.14,False
UID107251,bank_manager,/cloud/hr/employee_data/2022/04/version_2/priority_3/employee_salaries_98234.csv,0.18,False
UID320600,software_dev,/cloud/hr/employee_data/2021/08/version_2/priority_1/employee_performance_98457.csv,0.57,True
UID651042,bank_manager,/cloud/marketing/social_media/2023/09/version_4/priority_2/campaign_metrics_19283.csv,0.24,False
UID239733,sys_admin,/cloud/finance/budget/2023/03/version_1/priority_4/expense_report_49384.csv,0.33,True
UID373273,bank_clerk,/cloud/finance/reports/2021/02/version_2/priority_3/quarterly_83956.csv,0.06,True
UID117073,software_dev,/cloud/hr/recruitment/2023/07/version_4/priority_2/job_applications_57392.csv,0.48,True
UID301845,software_dev,/cloud/finance/tax/2021/01/version_2/priority_4/tax_reports_23948.csv,0.16,True
UID831750,bank_manager,/cloud/operations/logistics/2022/01/version_1/priority_4/shipment_83473.csv,0.04,False
UID878871,software_dev,/cloud/finance/reports/2023/05/version_3/priority_1/annual_report_84739.csv,0.02,False
UID433463,sys_admin,/cloud/finance/reports/2020/06/version_1/priority_3/audit_56734.csv,0.19,False
UID818280,bank_manager,/cloud/finance/budget/2023/03/version_1/priority_4/expense_report_49384.csv,0.16,True
UID724515,bank_manager,/cloud/it/security/2022/04/version_2/priority_3/security_logs_38273.csv,0.27,False
UID669561,sys_admin,/cloud/finance/budget/2022/09/version_3/priority_1/forecast_19384.csv,0.24,True
UID974340,bank_clerk,/cloud/hr/employee_data/2020/12/version_2/priority_1/employees_19374.csv,0.58,True
UID941619,bank_clerk,/cloud/finance/reports/2020/06/version_1/priority_3/audit_56734.csv,0.06,True
UID630246,sys_admin,/cloud/finance/tax/2021/01/version_2/priority_4/tax_reports_23948.csv,0.28,False
UID215540,sys_admin,/cloud/hr/employee_data/2021/08/version_2/priority_1/employee_performance_98457.csv,0.12,True
UID684233,bank_clerk,/cloud/finance/tax/2021/01/version_2/priority_4/tax_reports_23948.csv,0.13,True
UID507831,software_dev,/cloud/it/maintenance/2021/10/version_5/priority_4/system_logs_17293.csv,0.34,True
UID380177,bank_manager,/cloud/finance/budget/2021/03/version_2/priority_2/transactions_48291.csv,0.14,False
UID681271,bank_manager,/cloud/hr/employee_data/2020/12/version_2/priority_1/employees_19374.csv,0.58,True
UID343413,bank_clerk,/cloud/finance/reports/2020/06/version_1/priority_3/audit_56734.csv,0.18,True
UID320630,bank_clerk,/cloud/it/security/2022/04/version_2/priority_3/security_logs_38273.csv,0.35,True
UID204931,bank_clerk,/cloud/finance/reports/2020/06/version_1/priority_3/audit_56734.csv,0.17,True
UID800982,bank_clerk,/cloud/marketing/social_media/2023/09/version_4/priority_2/campaign_metrics_19283.csv,0.17,True
UID753629,bank_manager,/cloud/operations/logistics/2022/11/version_2/priority_2/shipment_details_59203.csv,0.78,True
UID143932,consumer,/cloud/hr/employee_data/2021/08/version_2/priority_1/employee_performance_98457.csv,0.56,True
UID837786,software_dev,/cloud/it/security/2022/02/version_4/priority_1/firewall_logs_59382.csv,0.17,True
UID336489,consumer,/cloud/finance/budget/2023/03/version_1/priority_4/expense_report_49384.csv,0.05,False
UID727319,sys_admin,/cloud/marketing/analytics/2022/08/version_3/priority_2/customer_analysis_48192.csv,0.47,True
UID549241,bank_manager,/cloud/sales/reports/2022/02/version_4/priority_1/sales_performance_73829.csv,0.28,False
UID933534,consumer,/cloud/it/security/2021/05/version_1/priority_3/logs_38492.csv,0.16,True
UID189084,bank_clerk,/cloud/operations/logistics/2021/05/version_2/priority_1/shipment_invoices_28374.csv,0.17,True
UID267333,sys_admin,/cloud/hr/recruitment/2023/07/version_4/priority_2/job_applications_57392.csv,0.2,True
UID999385,bank_manager,/cloud/marketing/social_media/2023/09/version_4/priority_2/campaign_metrics_19283.csv,0.1,True
UID119971,bank_clerk,/cloud/finance/reports/2020/06/version_1/priority_3/audit_56734.csv,0.27,False
UID664013,consumer,/cloud/marketing/social_media/2023/09/version_4/priority_2/campaign_metrics_19283.csv,0.16,False
UID634024,bank_manager,/cloud/operations/logistics/2022/11/version_2/priority_2/shipment_details_59203.csv,0.25,False
UID498210,bank_manager,/cloud/operations/logistics/2023/03/version_4/priority_2/shipment_47619.csv,0.16,False
UID637851,software_dev,/cloud/hr/employee_data/2020/12/version_2/priority_1/employees_19374.csv,0.19,True
UID601760,bank_clerk,/cloud/hr/employee_data/2020/12/version_2/priority_1/employees_19374.csv,0.16,False
UID631872,software_dev,/cloud/finance/budget/2022/09/version_3/priority_1/forecast_19384.csv,0.54,False
UID480330,software_dev,/cloud/marketing/analytics/2022/08/version_3/priority_2/customer_analysis_48192.csv,0.58,True
UID467904,sys_admin,/cloud/finance/investments/2020/02/version_1/priority_1/transactions_95787.csv,0.25,True
UID662927,consumer,/cloud/it/maintenance/2021/10/version_5/priority_4/system_logs_17293.csv,0.25,False
UID331404,bank_clerk,/cloud/operations/logistics/2021/05/version_2/priority_1/shipment_invoices_28374.csv,0.56,True
UID706188,bank_manager,/cloud/hr/employee_data/2021/08/version_2/priority_1/employee_performance_98457.csv,0.35,True
UID480341,bank_clerk,/cloud/finance/budget/2021/03/version_2/priority_2/transactions_48291.csv,0.15,True
UID959386,bank_clerk,/cloud/hr/employee_data/2020/12/version_2/priority_1/employees_19374.csv,0.32,True
UID960521,consumer,/cloud/operations/logistics/2022/11/version_2/priority_2/shipment_details_59203.csv,0.22,False
UID276615,consumer,/cloud/operations/logistics/2020/09/version_3/priority_2/delivery_schedule_29283.csv,0.23,False
UID502603,consumer,/cloud/finance/forecasting/2022/12/version_1/priority_2/financial_forecast_72918.csv,0.23,False
UID607066,software_dev,/cloud/marketing/social_media/2023/09/version_4/priority_2/campaign_metrics_19283.csv,0.1,False
UID116514,software_dev,/cloud/operations/logistics/2022/01/version_1/priority_4/shipment_83473.csv,0.6,True
UID685684,consumer,/cloud/hr/recruitment/2023/07/version_4/priority_2/job_applications_57392.csv,0.06,False
UID389724,sys_admin,/cloud/marketing/seo/2023/06/version_5/priority_2/website_traffic_58392.csv,0.15,True
UID859299,sys_admin,/cloud/finance/investments/2020/02/version_1/priority_1/transactions_95787.csv,0.33,True
UID535710,bank_manager,/cloud/it/deployment/2022/03/version_1/priority_1/deployment_logs_53982.csv,0.18,True
UID622321,software_dev,/cloud/hr/employee_data/2021/08/version_2/priority_1/employee_performance_98457.csv,0.12,True
UID645111,consumer,/cloud/marketing/ad_campaigns/2021/11/version_5/priority_1/ad_data_75829.csv,0.57,False
UID963650,software_dev,/cloud/sales/transactions/2023/06/version_2/priority_3/customer_purchases_83729.csv,0.66,True
UID681855,bank_manager,/cloud/marketing/seo/2023/06/version_5/priority_2/website_traffic_58392.csv,0.26,True
UID542583,consumer,/cloud/marketing/seo/2023/06/version_5/priority_2/website_traffic_58392.csv,0.23,True
UID585075,bank_clerk,/cloud/marketing/social_media/2023/09/version_4/priority_2/campaign_metrics_19283.csv,0.22,True
UID705439,sys_admin,/cloud/it/security/2021/05/version_1/priority_3/logs_38492.csv,0.12,False
UID271368,sys_admin,/cloud/finance/tax/2021/01/version_2/priority_4/tax_reports_23948.csv,0.22,True
UID172910,consumer,/cloud/sales/reports/2022/02/version_4/priority_1/sales_performance_73829.csv,0.13,True
UID737749,software_dev,/cloud/it/security/2022/04/version_2/priority_3/security_logs_38273.csv,0.13,True
UID534530,software_dev,/cloud/it/security/2021/05/version_1/priority_3/logs_38492.csv,0.33,False
UID839477,bank_manager,/cloud/marketing/social_media/2023/09/version_4/priority_2/campaign_metrics_19283.csv,0.34,False
UID719634,software_dev,/cloud/it/security/2022/04/version_2/priority_3/security_logs_38273.csv,0.3,False
UID844409,consumer,/cloud/finance/investments/2020/02/version_1/priority_1/transactions_95787.csv,0.25,True
UID938475,sys_admin,/cloud/operations/logistics/2023/03/version_4/priority_2/shipment_47619.csv,0.14,True
UID862605,bank_manager,/cloud/it/security/2022/04/version_2/priority_3/security_logs_38273.csv,0.29,False
UID461033,software_dev,/cloud/sales/transactions/2023/06/version_2/priority_3/customer_purchases_83729.csv,0.21,True
UID822406,sys_admin,/cloud/finance/reports/2023/05/version_3/priority_1/annual_report_84739.csv,0.12,True
UID933493,software_dev,/cloud/finance/reports/2023/05/version_3/priority_1/annual_report_84739.csv,0.49,True
UID836086,bank_clerk,/cloud/finance/forecasting/2022/12/version_1/priority_2/financial_forecast_72918.csv,0.34,False
UID862831,sys_admin,/cloud/finance/reports/2021/02/version_2/priority_3/quarterly_83956.csv,0.09,False
UID816029,sys_admin,/cloud/operations/logistics/2020/09/version_3/priority_2/delivery_schedule_29283.csv,0.29,True
UID229735,consumer,/cloud/finance/budget/2023/03/version_1/priority_4/expense_report_49384.csv,0.36,False
UID756864,sys_admin,/cloud/marketing/ad_campaigns/2021/11/version_5/priority_1/ad_data_75829.csv,0.33,False
UID382133,bank_clerk,/cloud/operations/logistics/2021/05/version_2/priority_1/shipment_invoices_28374.csv,0.1,True
UID644192,bank_clerk,/cloud/finance/budget/2021/03/version_2/priority_2/transactions_48291.csv,0.31,True
UID138158,sys_admin,/cloud/sales/reports/2022/02/version_4/priority_1/sales_performance_73829.csv,0.37,True
UID672037,bank_manager,/cloud/finance/budget/2023/03/version_1/priority_4/expense_report_49384.csv,0.38,True
UID628232,sys_admin,/cloud/hr/employee_data/2022/04/version_2/priority_3/employee_salaries_98234.csv,0.27,False
UID588128,sys_admin,/cloud/marketing/social_media/2023/09/version_4/priority_2/campaign_metrics_19283.csv,0.18,True
UID809640,software_dev,/cloud/finance/reports/2023/05/version_3/priority_1/annual_report_84739.csv,0.42,False
UID343541,sys_admin,/cloud/finance/forecasting/2022/12/version_1/priority_2/financial_forecast_72918.csv,0.48,True
UID274943,consumer,/cloud/operations/logistics/2022/01/version_1/priority_4/shipment_83473.csv,0.42,False
UID888692,consumer,/cloud/it/security/2022/02/version_4/priority_1/firewall_logs_59382.csv,0.16,False
UID249905,software_dev,/cloud/marketing/analytics/2022/08/version_3/priority_2/customer_analysis_48192.csv,0.4,False
UID389820,sys_admin,/cloud/it/deployment/2022/03/version_1/priority_1/deployment_logs_53982.csv,0.35,True
UID654101,bank_clerk,/cloud/hr/employee_data/2020/12/version_2/priority_1/employees_19374.csv,0.38,True
UID333884,bank_clerk,/cloud/it/security/2022/02/version_4/priority_1/firewall_logs_59382.csv,0.65,False
UID745861,software_dev,/cloud/finance/investments/2022/01/version_3/priority_1/investment_analysis_94827.csv,0.28,True
UID968955,bank_manager,/cloud/it/maintenance/2021/10/version_5/priority_4/system_logs_17293.csv,0.2,False
UID597701,consumer,/cloud/finance/investments/2020/02/version_1/priority_1/transactions_95787.csv,0.31,True
UID772563,consumer,/cloud/marketing/seo/2023/06/version_5/priority_2/website_traffic_58392.csv,0.11,True
UID233800,bank_manager,/cloud/it/maintenance/2021/10/version_5/priority_4/system_logs_17293.csv,0.06,False
UID198919,software_dev,/cloud/operations/logistics/2023/03/version_4/priority_2/shipment_47619.csv,0.28,True
UID455711,software_dev,/cloud/operations/logistics/2022/01/version_1/priority_4/shipment_83473.csv,0.43,True
UID704293,software_dev,/cloud/it/security/2021/05/version_1/priority_3/logs_38492.csv,0.21,False
UID323513,sys_admin,/cloud/hr/employee_data/2021/08/version_2/priority_1/employee_performance_98457.csv,0.07,False
UID821644,software_dev,/cloud/sales/transactions/2022/07/version_3/priority_2/sales_data_18265.csv,0.8,True
UID769075,bank_manager,/cloud/marketing/seo/2023/06/version_5/priority_2/website_traffic_58392.csv,0.24,False
UID129332,consumer,/cloud/it/security/2021/05/version_1/priority_3/logs_38492.csv,0.37,True
UID479143,consumer,/cloud/sales/transactions/2023/06/version_2/priority_3/customer_purchases_83729.csv,0.43,False
UID593546,consumer,/cloud/hr/employee_data/2022/04/version_2/priority_3/employee_salaries_98234.csv,0.36,True
UID526710,bank_clerk,/cloud/finance/forecasting/2022/12/version_1/priority_2/financial_forecast_72918.csv,0.13,False
UID774747,bank_clerk,/cloud/finance/budget/2023/03/version_1/priority_4/expense_report_49384.csv,0.43,True
UID288371,consumer,/cloud/marketing/ad_campaigns/2021/11/version_5/priority_1/ad_data_75829.csv,0.45,True
UID651873,consumer,/cloud/it/security/2022/02/version_4/priority_1/firewall_logs_59382.csv,0.38,True
UID198307,sys_admin,/cloud/it/security/2022/02/version_4/priority_1/firewall_logs_59382.csv,0.33,False
UID863416,bank_clerk,/cloud/it/security/2022/04/version_2/priority_3/security_logs_38273.csv,0.56,False
UID459838,bank_clerk,/cloud/it/security/2022/02/version_4/priority_1/firewall_logs_59382.csv,0.34,False
UID843023,bank_manager,/cloud/it/security/2021/05/version_1/priority_3/logs_38492.csv,0.36,False
UID990044,bank_clerk,/cloud/finance/investments/2022/01/version_3/priority_1/investment_analysis_94827.csv,0.25,True
UID437001,sys_admin,/cloud/it/security/2022/04/version_2/priority_3/security_logs_38273.csv,0.13,True
UID409900,sys_admin,/cloud/operations/logistics/2022/01/version_1/priority_4/shipment_83473.csv,0.29,True
UID278465,bank_clerk,/cloud/hr/employee_data/2020/12/version_2/priority_1/employees_19374.csv,0.2,True
UID674493,software_dev,/cloud/sales/transactions/2023/06/version_2/priority_3/customer_purchases_83729.csv,0.05,True
UID438649,bank_clerk,/cloud/finance/reports/2020/06/version_1/priority_3/audit_56734.csv,0.32,True
UID469620,bank_manager,/cloud/marketing/ad_campaigns/2021/11/version_5/priority_1/ad_data_75829.csv,0.11,False
UID691761,bank_clerk,/cloud/it/security/2022/04/version_2/priority_3/security_logs_38273.csv,0.41,False
UID143445,bank_manager,/cloud/sales/transactions/2023/06/version_2/priority_3/customer_purchases_83729.csv,0.09,False
UID567863,consumer,/cloud/finance/investments/2020/02/version_1/priority_1/transactions_95787.csv,0.11,False
UID203658,bank_manager,/cloud/operations/logistics/2021/05/version_2/priority_1/shipment_invoices_28374.csv,0.07,False
UID180771,bank_manager,/cloud/operations/logistics/2022/11/version_2/priority_2/shipment_details_59203.csv,0.28,True
UID167978,sys_admin,/cloud/sales/transactions/2023/06/version_2/priority_3/customer_purchases_83729.csv,0.36,False
UID149016,bank_clerk,/cloud/it/security/2022/02/version_4/priority_1/firewall_logs_59382.csv,0.24,False
UID359936,consumer,/cloud/finance/investments/2020/02/version_1/priority_1/transactions_95787.csv,0.38,False
UID798251,software_dev,/cloud/marketing/seo/2023/06/version_5/priority_2/website_traffic_58392.csv,0.11,False
UID659851,bank_manager,/cloud/operations/logistics/2022/01/version_1/priority_4/shipment_83473.csv,0.31,False
UID535431,consumer,/cloud/finance/budget/2021/03/version_2/priority_2/transactions_48291.csv,0.36,True
UID703634,bank_clerk,/cloud/marketing/seo/2023/06/version_5/priority_2/website_traffic_58392.csv,0.28,True
UID510387,bank_clerk,/cloud/marketing/ad_campaigns/2021/11/version_5/priority_1/ad_data_75829.csv,0.12,False
UID231780,software_dev,/cloud/hr/recruitment/2023/07/version_4/priority_2/job_applications_57392.csv,0.42,False
UID544524,sys_admin,/cloud/finance/budget/2023/03/version_1/priority_4/expense_report_49384.csv,0.24,True
UID802553,software_dev,/cloud/it/security/2022/02/version_4/priority_1/firewall_logs_59382.csv,0.09,False
UID260224,software_dev,/cloud/sales/reports/2022/02/version_4/priority_1/sales_performance_73829.csv,0.19,True
UID468185,bank_clerk,/cloud/finance/budget/2022/09/version_3/priority_1/forecast_19384.csv,0.33,False
UID797369,sys_admin,/cloud/finance/budget/2023/03/version_1/priority_4/expense_report_49384.csv,0.42,False
UID686210,bank_manager,/cloud/finance/investments/2020/02/version_1/priority_1/transactions_95787.csv,0.47,True
UID541297,sys_admin,/cloud/it/security/2021/05/version_1/priority_3/logs_38492.csv,0.3,True
UID341927,bank_manager,/cloud/it/security/2022/02/version_4/priority_1/firewall_logs_59382.csv,0.1,True
UID780107,bank_clerk,/cloud/operations/logistics/2023/03/version_4/priority_2/shipment_47619.csv,0.33,True
UID141384,sys_admin,/cloud/operations/logistics/2021/05/version_2/priority_1/shipment_invoices_28374.csv,0.29,True
UID275773,consumer,/cloud/finance/reports/2021/02/version_2/priority_3/quarterly_83956.csv,0.25,False
UID391017,sys_admin,/cloud/marketing/seo/2023/06/version_5/priority_2/website_traffic_58392.csv,0.33,True
UID623906,software_dev,/cloud/it/deployment/2022/03/version_1/priority_1/deployment_logs_53982.csv,0.44,True
UID777288,bank_manager,/cloud/hr/employee_data/2021/08/version_2/priority_1/employee_performance_98457.csv,0.16,False
UID315341,bank_manager,/cloud/hr/employee_data/2021/08/version_2/priority_1/employee_performance_98457.csv,0.2,False
UID893874,consumer,/cloud/operations/logistics/2020/09/version_3/priority_2/delivery_schedule_29283.csv,0.26,False
UID237216,software_dev,/cloud/operations/logistics/2020/09/version_3/priority_2/delivery_schedule_29283.csv,0.26,False
UID926473,sys_admin,/cloud/finance/investments/2022/01/version_3/priority_1/investment_analysis_94827.csv,0.43,True
UID491688,bank_manager,/cloud/finance/investments/2020/02/version_1/priority_1/transactions_95787.csv,0.12,False
UID756238,software_dev,/cloud/finance/investments/2020/02/version_1/priority_1/transactions_95787.csv,0.43,True
UID686708,bank_clerk,/cloud/finance/forecasting/2022/12/version_1/priority_2/financial_forecast_72918.csv,0.13,True
UID416613,consumer,/cloud/sales/transactions/2023/06/version_2/priority_3/customer_purchases_83729.csv,0.5,True
UID968298,bank_clerk,/cloud/hr/recruitment/2023/07/version_4/priority_2/job_applications_57392.csv,0.31,True
UID472046,software_dev,/cloud/sales/transactions/2022/07/version_3/priority_2/sales_data_18265.csv,0.34,True
UID736837,software_dev,/cloud/operations/logistics/2022/11/version_2/priority_2/shipment_details_59203.csv,0.21,False
UID898686,sys_admin,/cloud/finance/investments/2020/02/version_1/priority_1/transactions_95787.csv,0.19,True
UID393054,sys_admin,/cloud/operations/logistics/2022/11/version_2/priority_2/shipment_details_59203.csv,0.24,True
UID324912,sys_admin,/cloud/finance/reports/2020/06/version_1/priority_3/audit_56734.csv,0.2,True
UID551055,software_dev,/cloud/it/deployment/2022/03/version_1/priority_1/deployment_logs_53982.csv,0.03,True
UID721258,bank_manager,/cloud/hr/employee_data/2021/08/version_2/priority_1/employee_performance_98457.csv,0.26,True
UID450272,bank_manager,/cloud/finance/investments/2021/04/version_3/priority_1/transactions_45367.csv,0.08,False
UID942301,consumer,/cloud/it/security/2022/04/version_2/priority_3/security_logs_38273.csv,0.55,False
UID152652,sys_admin,/cloud/finance/investments/2021/04/version_3/priority_1/transactions_45367.csv,0.31,False
UID675795,sys_admin,/cloud/operations/logistics/2022/01/version_1/priority_4/shipment_83473.csv,0.23,False
UID797322,bank_manager,/cloud/finance/investments/2020/02/version_1/priority_1/transactions_95787.csv,0.27,False
UID295422,consumer,/cloud/sales/transactions/2023/06/version_2/priority_3/customer_purchases_83729.csv,0.46,True
UID711389,sys_admin,/cloud/finance/forecasting/2022/12/version_1/priority_2/financial_forecast_72918.csv,0.18,False
UID962175,sys_admin,/cloud/it/security/2022/04/version_2/priority_3/security_logs_38273.csv,0.21,False
UID827520,consumer,/cloud/operations/logistics/2022/01/version_1/priority_4/shipment_83473.csv,0.23,False
UID301759,consumer,/cloud/marketing/seo/2023/06/version_5/priority_2/website_traffic_58392.csv,0.2,True
UID492262,consumer,/cloud/finance/reports/2020/06/version_1/priority_3/audit_56734.csv,0.24,False
